Set,Audio_ID,Source,Description,Speaker,Gender,Duration (s)
04_Ynsaghey,866611,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Sister%20In%20Law.mp3,shuyr 'sy leigh sister in law,,,6.16
04_Ynsaghey,866615,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Nephew%20Son%20of%20Brother.mp3,mac-braarey nephew (brother's son),,,8.67
04_Ynsaghey,866619,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Nephew%20Son%20of%20Sister.mp3,mac-shayrey nephew (sister's son),,,7.92
04_Ynsaghey,866623,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Niece%20Daughter%20of%20Brother.mp3,inneen-vraarey niece (brother's daughter),,,7.65
04_Ynsaghey,866627,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Niece%20Daughter%20of%20Sister.mp3,inneen-shayrey niece (sister's daughter),,,7.55
04_Ynsaghey,866631,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Brothers.mp3,braaraghyn brothers,,,5.3
04_Ynsaghey,866635,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Sisters.mp3,shuyraghyn sisters,,,5.36
04_Ynsaghey,866639,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Mothers.mp3,moiraghyn mothers,,,4.99
04_Ynsaghey,866643,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Mums.mp3,mummigyn mums ,,,5.07
04_Ynsaghey,866647,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Fathers.mp3,ayraghyn fathers ,,,4.81
04_Ynsaghey,866651,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Dads.mp3,jishigyn dads,,,5.15
04_Ynsaghey,866655,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_Parents.mp3,paarantyn parents,,,5.96
04_Ynsaghey,866659,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20a%20brother.mp3,ta braar aym i have a brother ,,,6.48
04_Ynsaghey,866663,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20one%20brother.mp3,ta un vraar aym i have one brother ,,,6.84
04_Ynsaghey,866667,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20two%20brothers.mp3,ta daa vraar aym i have two brothers ,,,6.48
04_Ynsaghey,866671,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20three%20brothers.mp3,ta three braaraghyn aym i have three brothers ,,,8.59
04_Ynsaghey,866675,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20a%20sister.mp3,ta shuyr aym i have a sister ,,,6.3
04_Ynsaghey,866679,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20one%20sister.mp3,ta un shuyr aym i have one sister ,,,6.16
04_Ynsaghey,866683,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20two%20sisters.mp3,ta daa huyr aym i have two sisters ,,,7.39
04_Ynsaghey,866687,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20three%20sisters.mp3,ta three shuyraghyn aym i have three sisters ,,,6.69
04_Ynsaghey,866691,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20one%20brother%20and%20two%20sisters.mp3,ta un vraar as daa huyr aym i have one brother and two sisters,,,11.31
04_Ynsaghey,866695,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20two%20brothers%20and%20one%20sister.mp3,ta daa vraar as un shuyr aym i have two brothers and one sister,,,12.49
04_Ynsaghey,866699,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20don't%20have%20brothers.mp3,cha nel braaraghyn aym i don't have brothers ,,,8.36
04_Ynsaghey,866703,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20don't%20have%20brothers%20but%20I%20have%20sisters.mp3,cha nel braaraghyn aym agh ta shuyraghyn aym i don't have brothers but i have sisters,,,14.18
04_Ynsaghey,866707,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20four%20brothers.mp3,ta kiare braaraghyn aym i have four brothers ,,,7.76
04_Ynsaghey,866711,https://www.learnmanx.com/media/Dictionary%20-%20family/Family%20Members_I%20have%20four%20sisters.mp3,ta kiare shuyraghyn aym i have four sisters,,,7.52
04_Ynsaghey,867113,learn_manx_app_files,Ren oo goll dys Balley Sallagh jea? ,,,1.9
04_Ynsaghey,867148,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Sit%20Down.mp3,soie sheese sit down ,,,5.36
04_Ynsaghey,867152,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Stop.mp3,stap stop,,,4.15
04_Ynsaghey,867156,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Move.mp3,gleash move,,,4.75
04_Ynsaghey,867160,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Don't%20Move.mp3,ny gleash don't move,,,5.2
04_Ynsaghey,867164,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Come%20Here.mp3,tar dys shoh come here,,,5.02
04_Ynsaghey,867168,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Be%20Quiet.mp3,bee dty host be quiet ,,,5.98
04_Ynsaghey,867172,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Lie%20Down.mp3,lhie sheese lie down ,,,6.24
04_Ynsaghey,867176,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Stand%20Up.mp3,shass seose stand up ,,,6.14
04_Ynsaghey,867180,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Turn%20Around.mp3,chyndaa mygeayrt turn around,,,6.84
04_Ynsaghey,867184,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Come%20Down.mp3,tar neose come down ,,,5.69
04_Ynsaghey,867188,https://www.learnmanx.com/media/dictionary%20-%20commands/Commands_Give%20It%20To%20Me.mp3,cur dou eh give it to me ,,,5.8
04_Ynsaghey,867192,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Afghanistan.mp3,yn afghanistaan afghanistan,,,7.42
04_Ynsaghey,867196,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Argentina.mp3,yn argenteen argentina,,,6.58
04_Ynsaghey,867200,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Australia.mp3,yn austrail australia,,,6.48
04_Ynsaghey,867204,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Austria.mp3,yn austeyr austria,,,5.9
04_Ynsaghey,867208,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Bangladesh.mp3,y vangladesh bangladesh,,,6.45
04_Ynsaghey,867212,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Belgium.mp3,y velg belgium ,,,5.09
04_Ynsaghey,867216,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Brazil.mp3,y vrasseel brazil ,,,5.77
04_Ynsaghey,867220,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Brittany.mp3,y vritaan  brittany,,,5.43
04_Ynsaghey,867224,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Canada.mp3,y chanadey canada ,,,5.98
04_Ynsaghey,867228,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Chile.mp3,y Çhillee chile,,,5.41
04_Ynsaghey,867232,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_China.mp3,y Çheen china ,,,4.96
04_Ynsaghey,867236,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Columbia.mp3,y cholombey colomba ,,,5.28
04_Ynsaghey,867240,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Cornwall.mp3,y chorn cornwall,,,5.17
04_Ynsaghey,867244,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Cuba.mp3,y choobey cuba ,,,5.3
04_Ynsaghey,867248,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Denmark.mp3,y danvarg denmark ,,,5.49
04_Ynsaghey,867252,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Egypt.mp3,yn eajipt egypt ,,,6.03
04_Ynsaghey,867256,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_England.mp3,sostyn england ,,,4.73
04_Ynsaghey,867260,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Ethiopia.mp3,yn eetoip ethiopia,,,5.15
04_Ynsaghey,867264,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Finland.mp3,finnlynn finland ,,,4.62
04_Ynsaghey,867268,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_France.mp3,y rank france ,,,4.99
04_Ynsaghey,867272,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Germany.mp3,y ghermaan germany ,,,5.62
04_Ynsaghey,867276,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Greece.mp3,y ghreag greece ,,,5.41
04_Ynsaghey,867280,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Greenland.mp3,greenlynn greenland ,,,5.41
04_Ynsaghey,867284,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Hungary.mp3,yn ungaar hungary ,,,5.9
04_Ynsaghey,867288,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Iceland.mp3,yn eeslynn iceland ,,,5.51
04_Ynsaghey,867292,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_India.mp3,yn injey india ,,,5.25
04_Ynsaghey,867296,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Indonesia.mp3,in indoneesh indonesia ,,,6.09
04_Ynsaghey,867300,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Iran.mp3,yn eeran iran ,,,6.01
04_Ynsaghey,867304,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Iraq.mp3,yn earack iraq ,,,4.86
04_Ynsaghey,867308,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Isle%20of%20Man.mp3,ellan vannin the isle of man ,,,5.54
04_Ynsaghey,867312,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Scotland.mp3,nalbin scotland ,,,5.25
04_Ynsaghey,867316,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Ireland.mp3,nerin ireland ,,,4.88
04_Ynsaghey,867320,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Isle%20of%20Skye.mp3,yn ellan skianagh the isle of skye ,,,7
04_Ynsaghey,867324,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Israel.mp3,israel israel ,,,4.47
04_Ynsaghey,867328,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Italy.mp3,yn iddaal italy ,,,5.72
04_Ynsaghey,867336,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Japan.mp3,y Çhapaan japan,,,5.85
04_Ynsaghey,867340,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Mexico.mp3,meksico mexico ,,,5.3
04_Ynsaghey,867344,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Netherlands.mp3,y Çheer injil the netherlands ,,,5.77
04_Ynsaghey,867348,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_New%20Zealand.mp3,y teelynn noa new zealand ,,,5.75
04_Ynsaghey,867352,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Norway.mp3,norlynn/ loghlynn norway ,,,8.36
04_Ynsaghey,867356,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Phillipines.mp3,ny h-ellanyn philippeenagh philippines,,,8.33
04_Ynsaghey,867360,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Poland.mp3,y pholynn poland ,,,5.36
04_Ynsaghey,867364,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Portugal.mp3,y phortingal portugal ,,,6.27
04_Ynsaghey,867368,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Russia.mp3,y roosh russia ,,,5.9
04_Ynsaghey,867372,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Saudi%20Arabia.mp3,yn araab saudi saudi arabia ,,,6.14
04_Ynsaghey,867376,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_South%20Africa.mp3,yn affrick yiass south africa,,,6.84
04_Ynsaghey,867380,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Spain.mp3,y spaainey spain ,,,5.3
04_Ynsaghey,867384,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Sweden.mp3,y toolynn sweden ,,,5.22
04_Ynsaghey,867388,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Switzerland.mp3,yn elveeish switzerland ,,,5.36
04_Ynsaghey,867392,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Taiwan.mp3,y taiwaan taiwan ,,,5.28
04_Ynsaghey,867396,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Thailand.mp3,y Çheer thai thailand ,,,5.43
04_Ynsaghey,867400,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Ukraine.mp3,yn ookraan ukraine ,,,5.98
04_Ynsaghey,867404,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_United%20Kingdom.mp3,y reeriaght unnsneysit the united kingdom ,,,9.01
04_Ynsaghey,867408,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_United%20States.mp3,steatyn unnaneysit america the united states,,,10.29
04_Ynsaghey,867412,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Vietnam.mp3,y vietnam vietnam ,,,5.88
04_Ynsaghey,867416,https://www.learnmanx.com/media/dictionary%20-%20countries/Countries_Wales.mp3,y thalloo vretnagh wales ,,,7.29
04_Ynsaghey,867420,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Ugly.mp3,graney ugly ,,,4.44
04_Ynsaghey,867424,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Empty.mp3,follym empty ,,,4.75
04_Ynsaghey,867428,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Full%20(A).mp3,lane full ,,,4.86
04_Ynsaghey,867432,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Fat.mp3,roauyr fat ,,,3.97
04_Ynsaghey,867436,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Thin.mp3,keyl thin ,,,4.21
04_Ynsaghey,867440,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Happy.mp3,maynrey happy ,,,4.52
04_Ynsaghey,867444,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Sad.mp3,trimshagh sad ,,,4.31
04_Ynsaghey,867448,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Loud.mp3,ard loud ,,,4.15
04_Ynsaghey,867452,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Quiet.mp3,feagh quiet ,,,4.23
04_Ynsaghey,867456,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Open.mp3,foshlit open ,,,4.86
04_Ynsaghey,867460,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Closed.mp3,dooint closed ,,,4.08
04_Ynsaghey,867468,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Quick.mp3,tappee quick ,,,4.47
04_Ynsaghey,867472,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Round.mp3,runt round ,,,4.21
04_Ynsaghey,867476,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Short.mp3,giare short ,,,4.7
04_Ynsaghey,867480,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Tall.mp3,ard tall,,,6.9
04_Ynsaghey,867484,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Strong.mp3,lajer strong ,,,4.57
04_Ynsaghey,867488,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Weak.mp3,faase weak ,,,3.79
04_Ynsaghey,867492,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Hard.mp3,creoi hard ,,,4
04_Ynsaghey,867496,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Soft.mp3,bog soft ,,,4.13
04_Ynsaghey,867500,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Wet.mp3,fliugh wet ,,,4.39
04_Ynsaghey,867504,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Dry.mp3,chirrym dry ,,,4.34
04_Ynsaghey,867508,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Old.mp3,shenn old ,,,8.18
04_Ynsaghey,867512,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Young.mp3,aeg young ,,,4.31
04_Ynsaghey,867516,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Big.mp3,mooar big ,,,3.92
04_Ynsaghey,867520,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Small.mp3,beg small,,,4.68
04_Ynsaghey,867524,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Wide.mp3,lhean wide ,,,4.05
04_Ynsaghey,867528,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Narrow.mp3,coon narrow ,,,4.13
04_Ynsaghey,867532,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Straight.mp3,jeeragh straight ,,,4.6
04_Ynsaghey,867536,https://www.learnmanx.com/media/dictionary%20-%20adjectives/Adjectives_Curved.mp3,lhoobit curved ,,,5.54
04_Ynsaghey,868113,learn_manx_app_files,Ren oo goll dys Balley ny Loghey riyr? ,,,1.71
04_Ynsaghey,869113,learn_manx_app_files,Ren as neeym goll reesht mairagh ,,,2.64
04_Ynsaghey,871113,learn_manx_app_files,Cha jeanym agh neeym shappal Jesarn ,,,2.53
04_Ynsaghey,873113,learn_manx_app_files,Neeym goll shooyl ,,,1.43
04_Ynsaghey,876113,learn_manx_app_files,Mie lesh Orry shooyl? ,,,1.57
04_Ynsaghey,877113,learn_manx_app_files,Ren Orry goll dys Rhumsaa riyr? ,,,1.82
04_Ynsaghey,878113,learn_manx_app_files,Cuin nee Orry goll dys Balley ny Loghey? ,,,2.48
04_Ynsaghey,879113,learn_manx_app_files,C'raad ta shoh? ,,,1.13
04_Ynsaghey,880113,learn_manx_app_files,Shoh Mwyllin Doo Aah ,,,1.08
04_Ynsaghey,881113,learn_manx_app_files,Ta mee shickyr ,,,0.98
04_Ynsaghey,882113,learn_manx_app_files,Ta mee shickyr dy vel eh feayr ,,,1.6
04_Ynsaghey,883113,learn_manx_app_files,Ta mee shickyr nagh vel eh feayr ,,,1.81
04_Ynsaghey,884113,learn_manx_app_files,Cha nel mee shickyr ,,,1.07
04_Ynsaghey,885113,learn_manx_app_files,C’raad ren Voirrey goll? ,,,1.31
04_Ynsaghey,886113,learn_manx_app_files,Ren oo goll dys Balley ny Loghey riyr? ,,,1.85
04_Ynsaghey,887113,learn_manx_app_files,S'mie lhiam as s'mie lhiam Balley ny Loghey ,,,3.55
04_Ynsaghey,888113,learn_manx_app_files,Cre nee oo mairagh ayns Balley ny Loghey? ,,,2.26
04_Ynsaghey,889113,learn_manx_app_files,Mie lhiat shooyl? ,,,1.34
04_Ynsaghey,890113,learn_manx_app_files,Cha nel mee feer vie ,,,2.02
04_Ynsaghey,892113,learn_manx_app_files,Ren mee goll magh oie Jedoonee ,,,1.87
04_Ynsaghey,893113,learn_manx_app_files,Vel Voirrey shooyl? ,,,1.44
04_Ynsaghey,894113,learn_manx_app_files,T’eh shooyl ayns Purt le Moirrey ,,,1.92
04_Ynsaghey,895113,learn_manx_app_files,Cre t'eh jannoo? ,,,1.36
04_Ynsaghey,896113,learn_manx_app_files,Shoh Conor Cummins ,,,1.63
04_Ynsaghey,897113,learn_manx_app_files,"Ta, t'eh cummal ayns Mannin ",,,2.07
04_Ynsaghey,898113,learn_manx_app_files,Cre’n laa ren Voirrey goll? ,,,1.81
04_Ynsaghey,899113,learn_manx_app_files,Cre s’mie lhiat? ,,,1.46
04_Ynsaghey,900113,learn_manx_app_files,S’mie lesh Orry gynsagh Gaelg ,,,2.36
04_Ynsaghey,901113,learn_manx_app_files,Nee Breeshey geaishtagh rish Radio Vannin ,,,2.43
04_Ynsaghey,903113,learn_manx_app_files,Gaelgeyr ,,,1.39
04_Ynsaghey,904113,learn_manx_app_files,Reesht ,,,0.8
04_Ynsaghey,905113,learn_manx_app_files,Cha mie lhiat spollagyn ,,,1.87
04_Ynsaghey,906113,learn_manx_app_files,er y fa nagh vel Orry cummal ayns Purt Çhiarn ,,,3.1
04_Ynsaghey,907113,learn_manx_app_files,Er y fa nagh vel eh feayr ,,,1.89
04_Ynsaghey,908113,learn_manx_app_files,Gaelg ,,,1.03
04_Ynsaghey,909113,learn_manx_app_files,Snaue ,,,1.09
04_Ynsaghey,910113,learn_manx_app_files,Cre nee oo kionnaghey ayns Shoprite? ,,,2.4
04_Ynsaghey,911113,learn_manx_app_files,Ren Hutchy cosney yn Ratçh Mooar? ,,,2.79
04_Ynsaghey,912113,learn_manx_app_files,Jean oo shappal ayns Doolish mairagh? ,,,2.17
04_Ynsaghey,913113,learn_manx_app_files,Beggan ,,,0.84
04_Ynsaghey,914113,learn_manx_app_files,T'ou geaishtagh rhym ,,,1.38
04_Ynsaghey,915113,learn_manx_app_files,Ta mee geaishtagh rhyt ,,,1.53
04_Ynsaghey,916113,learn_manx_app_files,Ta mee geaishtagh rish ,,,1.71
04_Ynsaghey,918113,learn_manx_app_files,Ta mee geaishtagh rish Breeshey ,,,1.71
04_Ynsaghey,920113,learn_manx_app_files,Fuirraghtyn rish ,,,1.43
04_Ynsaghey,921113,learn_manx_app_files,Meeteil rish ,,,1.29
04_Ynsaghey,922113,learn_manx_app_files,Coardail rish ,,,1.27
04_Ynsaghey,924113,learn_manx_app_files,Ta mee geaishtagh ree ,,,1.58
04_Ynsaghey,925113,learn_manx_app_files,Boghtynid ,,,1.01
04_Ynsaghey,926113,learn_manx_app_files,er y çhellvane ,,,1.38
04_Ynsaghey,927113,learn_manx_app_files,Quoi t'ou loayrt rish? ,,,1.29
04_Ynsaghey,928113,learn_manx_app_files,Cre t'ou geaishtagh rish? ,,,1.62
04_Ynsaghey,930113,learn_manx_app_files,Kiaull ,,,0.76
04_Ynsaghey,931113,learn_manx_app_files,Kiaull Manninagh ,,,1.36
04_Ynsaghey,932113,learn_manx_app_files,Vel oo geaishtagh rhym? ,,,1.46
04_Ynsaghey,933113,learn_manx_app_files,"Cha nel, ta mee geaishtagh ree ",,,1.91
04_Ynsaghey,934113,learn_manx_app_files,Jean oo meeteil ree mairagh? ,,,1.72
04_Ynsaghey,935113,learn_manx_app_files,C'raad nee oo meeteil ree? ,,,1.61
04_Ynsaghey,936113,learn_manx_app_files,C'raad nee oo meeteil rish Orry? ,,,1.61
04_Ynsaghey,937113,learn_manx_app_files,C'raad nee oo meeteil rhym? ,,,1.47
04_Ynsaghey,938113,learn_manx_app_files,Neeym meeteil ree ayns Doolish ,,,2.03
04_Ynsaghey,939113,learn_manx_app_files,Neeym meeteil rish Orry ayns Colby ,,,2.1
04_Ynsaghey,940113,learn_manx_app_files,Neeym meeteil rhyt ayns Rhumsaa ,,,2.06
04_Ynsaghey,941113,learn_manx_app_files,Ree ,,,0.6
04_Ynsaghey,942113,learn_manx_app_files,Rish ,,,0.79
04_Ynsaghey,943113,learn_manx_app_files,Rhym ,,,0.74
04_Ynsaghey,944113,learn_manx_app_files,Rhyt ,,,0.67
04_Ynsaghey,945113,learn_manx_app_files,Agh ,,,0.77
04_Ynsaghey,946113,learn_manx_app_files,Paays ,,,1.02
04_Ynsaghey,947113,learn_manx_app_files,Accyrys ,,,1.16
04_Ynsaghey,948113,learn_manx_app_files,Murran ,,,0.97
04_Ynsaghey,949113,learn_manx_app_files,Driss ,,,1.05
04_Ynsaghey,950113,learn_manx_app_files,Dreeys ,,,1.09
04_Ynsaghey,952113,learn_manx_app_files,Ta accyrys orrym ,,,1.32
04_Ynsaghey,953113,learn_manx_app_files,Vel paays ort? ,,,1.28
04_Ynsaghey,954113,learn_manx_app_files,Cha nel murran er ,,,1.78
04_Ynsaghey,955113,learn_manx_app_files,Nagh vel dreeys urree? ,,,1.78
04_Ynsaghey,956113,learn_manx_app_files,Ta accyrys er Jonee ,,,1.96
04_Ynsaghey,957113,learn_manx_app_files,Cre’n driss t’ort? ,,,1.64
04_Ynsaghey,958113,learn_manx_app_files,Vel murran ort? ,,,1.19
04_Ynsaghey,959113,learn_manx_app_files,Quoi t'ou jeeaghyn er? ,,,1.44
04_Ynsaghey,960113,learn_manx_app_files,"Ta, ta Paays orrym ",,,1.86
04_Ynsaghey,961113,learn_manx_app_files,Vel accyrys ort? ,,,1.64
04_Ynsaghey,962113,learn_manx_app_files,Cha nel agh ta paays orrym ,,,2.24
04_Ynsaghey,963113,learn_manx_app_files,"Ta, ta murran orrym ",,,2.06
04_Ynsaghey,964113,learn_manx_app_files,Ta mee jeeaghyn ort ,,,1.55
04_Ynsaghey,965113,learn_manx_app_files,Ta mee goll dys Ronague ,,,1.75
04_Ynsaghey,967113,learn_manx_app_files,orrym ,,,0.98
04_Ynsaghey,968113,learn_manx_app_files,ort ,,,0.84
04_Ynsaghey,969113,learn_manx_app_files,urree ,,,0.83
04_Ynsaghey,970113,learn_manx_app_files,er Jonee ,,,1.22
04_Ynsaghey,971113,learn_manx_app_files,Geddyn ,,,0.66
04_Ynsaghey,972113,learn_manx_app_files,Clashtyn ,,,1.28
04_Ynsaghey,973113,learn_manx_app_files,Roie ,,,1.01
04_Ynsaghey,974113,learn_manx_app_files,Fakin ,,,1.03
04_Ynsaghey,975113,learn_manx_app_files,Goaill arrane ,,,1.33
04_Ynsaghey,976113,learn_manx_app_files,Gollrish ,,,1.4
04_Ynsaghey,977113,learn_manx_app_files,Perkin ,,,1.06
04_Ynsaghey,978113,learn_manx_app_files,Eeast ,,,1.06
04_Ynsaghey,979113,learn_manx_app_files,Dy mie ,,,1.44
04_Ynsaghey,980113,learn_manx_app_files,Foddym ,,,0.91
04_Ynsaghey,981113,learn_manx_app_files,Foddee oo gee peetsey ,,,2.19
04_Ynsaghey,982113,learn_manx_app_files,Foddee eh giu caffee ,,,1.72
04_Ynsaghey,983113,learn_manx_app_files,Foddee ee gynsagh ,,,1.8
04_Ynsaghey,984113,learn_manx_app_files,Foddee Jamys clashtyn ,,,2.19
04_Ynsaghey,985113,learn_manx_app_files,Cha noddym ,,,1.08
04_Ynsaghey,986113,learn_manx_app_files,Cha nod oo loayrt ,,,1.39
04_Ynsaghey,987113,learn_manx_app_files,Cha nod eh jeeaghyn ,,,1.69
04_Ynsaghey,988113,learn_manx_app_files,Cha nod ee shooyl ,,,1.7
04_Ynsaghey,989113,learn_manx_app_files,Cha nod Laura roie ,,,1.65
04_Ynsaghey,990113,learn_manx_app_files,Noddym geaishtagh? ,,,1.47
04_Ynsaghey,991113,learn_manx_app_files,Nod oo fakin? ,,,1.27
04_Ynsaghey,992113,learn_manx_app_files,Nod oo snaue? ,,,1.4
04_Ynsaghey,993113,learn_manx_app_files,Cre oddys oo jannoo? ,,,2.19
04_Ynsaghey,994113,learn_manx_app_files,C’raad oddys oo goll? ,,,1.61
04_Ynsaghey,995113,learn_manx_app_files,Nod eh goaill arrane? ,,,1.95
04_Ynsaghey,996113,learn_manx_app_files,Nod ee geddyn bainney? ,,,1.91
04_Ynsaghey,997113,learn_manx_app_files,Nod Jamys goll magh? ,,,1.78
04_Ynsaghey,998113,learn_manx_app_files,Nagh noddym roie? ,,,1.49
