Audio_ID,Speaker,Manx,English
Disk 2 Track 15iii,Captain James Kinley,"2. Dy yannoo mie dagh oor,",
Disk 2 Track 15iii,Captain James Kinley,Myr ta mee gaase ayns eash:,
Disk 2 Track 15iii,Captain James Kinley,O lhig da goaill seose slane my phooar,
Disk 2 Track 15iii,Captain James Kinley,My Vainshter dy hirveish.,
Disk 2 Track 15iii,Captain James Kinley,"3. Freill mee dy kinjagh mayrt,",
Disk 2 Track 15iii,Captain James Kinley,Leeid mee ‘sy chassan cair;,
Disk 2 Track 15iii,Captain James Kinley,"As Hiarn, fow aarloo dty harvaant,",
Disk 2 Track 15iii,Captain James Kinley,Dy chur dhyt coontey geyre.,
Disk 2 Track 15iii,Captain James Kinley,"4. Cur jeeanid dou dy phrayll,",
Disk 2 Track 15iii,Captain James Kinley,Dy voddym cosney grayse:,
Disk 2 Track 15iii,Captain James Kinley,"Shickyr, my nee’m my Hiarn hreigeil,",
Disk 2 Track 15iii,Captain James Kinley,Dy bragh nee’m geddyn baase.,
Disk 2 Track 16,Thomas Dodd,"1. Nish tra rug Yeesey ayns Bethlehem dy Yudea, rish lhing ree Herod, cur-my-ner haink deiney creeney veih’n shiar gys Jerusalem,",
Disk 2 Track 16,Thomas Dodd,"2. Gra, Cre vel Ree ny Hewnyn t’er jeet er y theihll? son honnick shin y rollage echey ayns y shiar, as ta shin er jeet dy chur ooashley da.",
Disk 2 Track 16,Thomas Dodd,"3. Tra cheayll Ree Herod shoh, v’eh dy mooar seaghnit, as ooilley Jerusalem marish.",
Disk 2 Track 16,Thomas Dodd,"4. As tra v’eh er symney cooidjagh ooilley ny ard-saggyrtyn, as scrudeyryn y phobble, denee eh jeu cre’n raad va Creest dy heet er y theihll.",
Disk 2 Track 16,Thomas Dodd,"5. As dooyrt adsyn rish, Ayns Bethlehem dy Yudea: son shoh myr te scruit liorish y phadeyr:",
Disk 2 Track 16,Thomas Dodd,"6. As uss Vethlehem ayns cheer Yudea, cha nee oo sloo ta mastey princeyn Yudah: son assyd’s hig Kiannoort nee reill my phobble Israel.",
Disk 2 Track 16,Thomas Dodd,"7. Eisht hug Herod fys follit er ny deiney creeney, as deysht eh ad dy imneagh mychione y traa haink yn rollage rish.",
Disk 2 Track 16,Thomas Dodd,"8. As hug eh ad gys Bethlehem, gra, Immee-jee, as shir-jee magh dy jeidagh son y lhiannoo, as tra vees shiu er gheddyn magh eh, tar-jee lesh fys hym’s, dy voddym’s neesht cheet as ooashley y choyrt da.",
Disk 2 Track 16,Thomas Dodd,"9. Erreish daue v’er chlashtyn y ree, jimmee ad rhymboo, as cur-my-ner hie yn rollage honnick ad ayns y shiar er e toshiaght roue, derrey haink ee, as hass ee erskyn yn ynnyd raad va’n lhiannoo.",
Disk 2 Track 16,Thomas Dodd,"10. Tra honnick ad y rollage, va boggey erskyn-towse orroo.",
Disk 2 Track 16,Thomas Dodd,"11. As goll stiagh ’sy thie, hooar ad y lhiannoo marish Moirrey e voir, as gliooney sheese, hug ad ooashley da as fosley ny tashtaghyn oc, heb ad giootyn da; airh, as frankincense, as myrrh.",
Disk 2 Track 16,Thomas Dodd,"12. As myr va Jee er chur raaue daue ayns ashlish, gyn ad dy hyndaa gys Herod, ghow ad raad elley gys nyn jeer hene.",
Disk 2 Track 16,Thomas Dodd,"13. As tra v’ad er n’immeeaght, cur-my-ner haink ainle y Chiarn gys Joseph ayns ashlish, gra, Trog ort, gow yn lhiannoo as e voir, cosne royd gys Egypt, as fuirree ayns shen derrey ver-yms fys hood: son shirree Herod y lhiannoo dy stroie eh.",
Disk 2 Track 16,Thomas Dodd,"14. Eisht dirree eh, as ghow eh yn lhiannoo, as e voir ayns yn oie, as hie eh roish er-chea gys Egypt:",
Disk 2 Track 16,Thomas Dodd,"15. As shen-y raad v’eh derrey baase Herod: as shoh myr va cooilleenit shen loayr y Chiarn liorish y phadeyr, gra, Magh ass Egypt deie mee er my vac.",
Disk 2 Track 17i,Captain James Kinley,"1. O s’liauyr yinnin gennaght dagh oor,",
Disk 2 Track 17i,Captain James Kinley,Gyn fakin ny sodjey my Yee!,
Disk 2 Track 17i,Captain James Kinley,"Ny poseeyn share t’er yn ooir,",
Disk 2 Track 17i,Captain James Kinley,Veagh dooys fegooish miljid erbee:,
Disk 2 Track 17i,Captain James Kinley,"Yn ghrian houree jeeaghyn gyn bree,",
Disk 2 Track 17i,Captain James Kinley,Yn magher fardail da cur mess;,
Disk 2 Track 17i,Captain James Kinley,"Agh tra ta mee maynrey ayns Jee,",
Disk 2 Track 17i,Captain James Kinley,Ta’n geurey myr sourey dou eisht.,
Disk 2 Track 17i,Captain James Kinley,2. E ennym feer eunyssagh t’eh:,
Disk 2 Track 17i,Captain James Kinley,E ghoan ta gerjoilagh as mie:,
Disk 2 Track 17i,Captain James Kinley,"Veih ’enish ta’n dorraghys chea,",
Disk 2 Track 17i,Captain James Kinley,T’eh gerjagh mee ooilley cheu-sthie:,
Disk 2 Track 17i,Captain James Kinley,"Dy beign myr shoh still marish Jee,",
Disk 2 Track 17i,Captain James Kinley,Veign still fegooish aggle as feme:,
Disk 2 Track 17i,Captain James Kinley,"Ny s’maynrey ny dooinney erbee,",
Disk 2 Track 17i,Captain James Kinley,My hourey veagh ooilley yn vlein.,
Disk 2 Track 17i,Captain James Kinley,"3. Hiarn vyghinagh my ta mee lhiat,",
Disk 2 Track 17i,Captain James Kinley,My t’ou my arrane as my ghrian;,
Disk 2 Track 17i,Captain James Kinley,Cre’n oyr ta mee gaccan as plaiynt?,
Disk 2 Track 17i,Captain James Kinley,As kys ta my yeurey cha beayn?,
Disk 2 Track 17i,Captain James Kinley,"Dagh bodjal jean geiyrt jeh my chree,",
Disk 2 Track 17i,Captain James Kinley,As gerjee mee nish lesh dty ghoo;,
Disk 2 Track 17i,Captain James Kinley,Ny gow mee hood hene raad nagh bee,
Disk 2 Track 17i,Captain James Kinley,Ayn geurey ny bodjal ny smoo.,
Disk 2 Track 17ii,Captain James Kinley,"1. Tar shiuish, ta nish cumraagyn dou",
Disk 2 Track 17ii,Captain James Kinley,"Goll trood yn aasagh, troailt gys niau,",
Disk 2 Track 17ii,Captain James Kinley,Ta gennaght laad yn ’eill;,
Disk 2 Track 17ii,Captain James Kinley,"Jarrood shiu nish nyn seaghyn giare,",
Disk 2 Track 17ii,Captain James Kinley,"As jeeagh shiu cooyl yn coan dy yeir,",
Disk 2 Track 17ii,Captain James Kinley,Raad ta’n saualtagh reill.,
Disk 2 Track 17ii,Captain James Kinley,"2. Ass roshtyn towshan eash as traa,",
Disk 2 Track 17ii,Captain James Kinley,"Jeeagh gys yn boayl dy vaynrys bra,",
Disk 2 Track 17ii,Captain James Kinley,Raad ta nyn flaunyssee;,
Disk 2 Track 17ii,Captain James Kinley,"Er skianyn credjue trog shiu bieau,",
Disk 2 Track 17ii,Captain James Kinley,"As chionn shiu seose gys yrjey’n clieau,",
Disk 2 Track 17ii,Captain James Kinley,Dy chosney raad da Jee.,
Disk 2 Track 17ii,Captain James Kinley,"3. Adsyn ta surranse er y ghraih,",
Disk 2 Track 17ii,Captain James Kinley,Nee reill ayns gloyr kiongoyrt rish dt’ oaïe;,
Disk 2 Track 17ii,Captain James Kinley,Nyn lheid ne’oo soiagh’ jeh;,
Disk 2 Track 17ii,Captain James Kinley,"Ta liorish credjue, cummal magh",
Disk 2 Track 17ii,Captain James Kinley,Er gys yn jerrey firrinagh,
Disk 2 Track 17ii,Captain James Kinley,Fo’n chrosh: nee’n aittey cheau.,
Disk 2 Track 17ii,Captain James Kinley,"4. Three keayrtyn bannit ta’n treishteil,",
Disk 2 Track 17ii,Captain James Kinley,Troggal yn spyrryd ta failleil;,
Disk 2 Track 17ii,Captain James Kinley,T’eh bioghey merriu neesht:,
Disk 2 Track 17ii,Captain James Kinley,"Bee’n streeu ain harrish ayns traa giare,",
Disk 2 Track 17ii,Captain James Kinley,"As shiuish as mish hed seose ’syn aer,",
Disk 2 Track 17ii,Captain James Kinley,Ayns ooashley marish Creest.,
Disk 2 Track 17ii,Captain James Kinley,"5. Cre’n shilley mooar erskyn dagh nhee,",
Disk 2 Track 17ii,Captain James Kinley,Gyn coodagh hee mayd eddin Yee!,
Disk 2 Track 17ii,Captain James Kinley,Foddey s’gloyroil ta’n ghrian:,
Disk 2 Track 17ii,Captain James Kinley,Lhieeney ny cooyrtyn flaunyssagh,
Disk 2 Track 17ii,Captain James Kinley,Lesh kiaull dy voylley son dy bragh;,
Disk 2 Track 17ii,Captain James Kinley,Ayns gloyr as soilshey beayn.,
Disk 2 Track 17ii,Captain James Kinley,"6. Yn Ayr soilshean soie er e stoyl,",
Disk 2 Track 17ii,Captain James Kinley,Yn Mac co-beayn as cha gloyroil;,
Disk 2 Track 17ii,Captain James Kinley,As neesht yn Spyrryd Noo:,
Disk 2 Track 17ii,Captain James Kinley,"Coardail ayns cur dooin maynrys bra,",
Disk 2 Track 17ii,Captain James Kinley,As tuit mayd sheese cur ooashley da:,
Disk 2 Track 17ii,Captain James Kinley,Lhieent lesh yn vaynrys smoo.,
Disk 2 Track 17ii,Captain James Kinley,7. Ayns treisht jeh stayd ta cha gloyroil;,
Disk 2 Track 17ii,Captain James Kinley,"Yeesey, dty chrosh nee mayd y ghoaill,",
Disk 2 Track 17ii,Captain James Kinley,As dy feer imlee guee:,
Disk 2 Track 17ii,Captain James Kinley,"Gys nee oo shin chur lesh hood thie,",
Disk 2 Track 17ii,Captain James Kinley,"Dy ghoaill slane soylley jeh dty ghraih,",
Disk 2 Track 17ii,Captain James Kinley,As Jee ve dooin dagh nhee.,
Disk 2 Track 18i,J. Gell,"Ta’n magher glass, cha nel yn billey glass foast.","The field is green, the tree is not green yet."
Disk 2 Track 18i,J. Gell,"Cha nel yn cassan chirrym, ta’n cassan bog foast.","The path is not dry, the path is soft still."
Disk 2 Track 18i,J. Gell,"Ta’n cabbyl goll dys yn chibbyr, ta’n cabbyl aeg er y raad.","The horse is going to the well, the young horse is on the road."
Disk 2 Track 18i,J. Gell,Ny jean moylley cabbyl lhiastey.,Do not praise a sluggish horse.
Disk 2 Track 18i,J. Gell,Cha nel ollan er yn eayn beg foast.,There is not wool on the little lamb yet.
Disk 2 Track 18i,J. Gell,Ny faag yn geayl ec y dorrys.,Do not leave the coal at the door.
Disk 2 Track 18i,J. Gell,"Cha nel yn geayl glen, t’eh trome as creoi.","The coal is not clean, it is heavy and hard."
Disk 2 Track 18i,J. Gell,Faag yn oard er yn ingan.,Leave the hammer on the anvil.
Disk 2 Track 18i,J. Gell,Faag yn cabbyl as y laair ec y lheeanee; ta’n faiyr liauyr as trome ayns shen.,"Leave the horse and mare at the meadow, the grass is long and heavy there."
Disk 2 Track 18i,J. Gell,Ta’n dooinney goll gys Doolish lesh y chabbyl aeg.,The man is going to Douglas with the young horse.
Disk 2 Track 18i,J. Gell,Cha nel shiaull mooar ec baatey beg.,There is not a big sail at a small boat.
Disk 2 Track 18i,J. Gell,"Ta’n arran-oarn oor as cheh, ta’n arran-corkey millish as brishlagh, ta’n arran-curnaght bane as follan.","The barley bread is fresh and hot, the oat bread is sweet and crumbly, the wheat bread is white and wholesome."
Disk 2 Track 18i,J. Gell,‘Tra hig yn laa hig y choyrle lesh’,"‘When the day comes, its counsel comes with it’."
Disk 2 Track 18i,J. Gell,‘Moyll y laa mie fastyr’,‘Praise the good day evening’.
Disk 2 Track 18i,J. Gell,"‘Oie mooie, as oie elley sthie, olk son cabbyl, agh son kirree mie.’","‘A night out, and another night in, bad for a horse, but good for sheep.’"
Disk 2 Track 18ii,J. Gell,Ta mee gynsagh Gailck; ta mee lhaih ny chied lessoonyn Gailckagh.,"I am learning Manx, I am reading the first Manx lessons."
Disk 2 Track 18ii,J. Gell,T’ad feer aashagh.,They are very easy.
Disk 2 Track 18ii,J. Gell,Ynsee chengey ny mayrey Ellan Vannin.,Learn the mother tongue of the Isle of Man.
Disk 2 Track 18ii,J. Gell,Ta coraa meeley ec yn ghlare Vanninagh.,There is a soft sound at the Manx speech.
Disk 2 Track 18ii,J. Gell,Ta’n ghlare Ghailckagh cha millish as mill.,The Manx speech is as sweet as honey.
Disk 2 Track 18ii,J. Gell,"Vel oo toiggal mee, cre’n oyr nagh vel oo freggyrt mee?","Are you understanding me, why are you not answering me?"
Disk 2 Track 18ii,J. Gell,Ta mee toiggal shiu mie dy liooar.,I am understanding you well enough.
Disk 2 Track 18ii,J. Gell,Row dty yishag ching? T’eh ny share.,Was your dad ill? He’s better.
Disk 2 Track 18ii,J. Gell,Vel oo loayrt Gailck? Ta my vummig loayrt Gailck; cha nel mish loayrt agh Baarle foast as ta mee goaill nearey jeh.,"Are you speaking Manx? My mum speaks Manx, I’m only speaking English still and I am ashamed of it."
Disk 2 Track 18ii,J. Gell,‘Ny share loshtyn daa vrasnag na unnane’.,‘Better to burn two sticks than one.’
Disk 2 Track 18ii,J. Gell,Ta ny smoo dy chimmey aym er y dooinney shen na er yn fer elley.,There’s more sympathy at me on that man than on the other one.
Disk 2 Track 18ii,J. Gell,"‘Faggys ta my lheiney, agh ny sniessey ta my chrackan’.","‘Near is my shirt, but nearer is my skin.’"
Disk 2 Track 18ii,J. Gell,‘Sniessey yn uillin na yn doarn’.,‘Nearer the elbow than the fist.’
Disk 2 Track 18ii,J. Gell,‘Ta cree dooie ny share na kione croutagh’.,‘A kind heart is better than a crafty head.’
Disk 2 Track 18ii,J. Gell,"‘Chengey lhiam, chengey lhiat’.","‘A tongue with me, a tongue with you’"
Disk 2 Track 18ii,J. Gell,"‘Ass shilley, ass smooinaghtyn’.","‘Out of sight, out of mind.’"
Disk 2 Track 18ii,J. Gell,‘Ta feer aashagh cur fuill ass kione carragh’,‘It’s very easy to get blood out of a scabby head.’
Disk 2 Track 18ii,J. Gell,‘Cha marroo as clagh’.,‘As dead as a stone.’
Disk 2 Track 18ii,J. Gell,‘Cha marroo as skeddan’.,‘As dead as a herring.’
Disk 2 Track 18ii,J. Gell,‘Ta moddey bio ny share na lion marroo’.,‘A live dog is better than a dead lion.’
Disk 2 Track 18ii,J. Gell,‘Ta fuill ny s’chee na ushtey’.,‘Blood is thicker than water.’
Disk 3 Track 1,J. Gell,"Va ny mraane obbee smooinit dy ve lane pooar oc er Laa Boaldyn, as v’ad cliaghtey dy phrowal ooilley yn phooar va fys oc dy","The witches were thought to have full power on May Day, and they used to try all the power they knew to harm to other people."
Disk 3 Track 1,J. Gell,"yannoo assee da sleih elley. T’ad er ve cronnit shassoo cheu-mooie jeh thieyn moghey moghrey er Laa Boaldyn, as",They have been seen standing outside of houses early on May Day morning and working their arms to draw the good luck from other people.
Disk 3 Track 1,J. Gell,gobbraghey ny roihaghyn oc dy hayrn yn aigh vie veih sleih elley. Beagh er ’astyr Oie Voaldyn,On the Eve of May Day.
Disk 3 Track 1,J. Gell,"ec guillin aegey crosh keirn ayns ny bayrnyn oc as veagh crosh kianglt rish famman yn ollagh, ny baagh elley","the young boys would have a cross of mountain ash in their caps, and a cross would be tied to the tail of cattle or other beast that would be in the house."
Disk 3 Track 1,J. Gell,"veagh ayns y thie. Ta’n aght cair dy yannoo crosh keirn dy scoltey un vaidjey as cur maidjey elley trooid,",The right way to make a kern cross is to split one stick and put the other stick through it and thus bind them together.
Disk 3 Track 1,J. Gell,"as myr shoh kiangle ad cooidjagh. Va blaaghyn vluight, shiunyn, as cleesagh currit roish yn dorrys jeh ny thieyn","May flowers, rushes and flags were placed before the doors of the houses"
Disk 3 Track 1,J. Gell,"as ny thieyn ollee dy reayll ad voish assee as drogh spyrrydyn. Va blaaghyn as lossreeyn currit er bun dorrys,","and cow-houses to keep them from harm and bad spirits. Flowers and plants were placed on the door side,"
Disk 3 Track 1,J. Gell,"as stoyl uinnagyn, as ayns ny thieyn dy reayll ersooyl ferrishyn. Va ushtey dy kinjagh freaylt ayns yn chrockan","and window seats, and in the houses to keep fairies away. Water was always kept in the crock"
Disk 3 Track 1,J. Gell,ec yn oie da ny ferrishyn.,at night for the fairies.
Disk 3 Track 1,J. Gell,"Va bollan feailleoin ceauit ayns y chooat, as ny keayrtyn ayns ny bayrnyn ‘syn ‘astyr Laa Boaldyn, as er fastyr Laa’l Eoin. Va",Mugwort was worn in the coat and sometimes in the caps on the eve of May Day and on the eve of St John’s Day. Fires were
Disk 3 Track 1,J. Gell,"aileyn foaddit, as aile ayns cleiyee, as conney va losht dy agglagh ersooyl ny drogh spyrrydyn. Ren ad cur er ny cleiyee",lighted and fire in the hedges and gorse was burnt to frighten away the bad spirits. They made the hedges look like
Disk 3 Track 1,J. Gell,"jeeaghyn gollrish boallaghyn dy aile. Shen bun y fockle ‘Boal Tiene’. Boal aile. Va guillin aegey lheim trooid yn aile, as va’n","walls of fire. That is the meaning (root) of the word ‘Boal Teine.’ Fire place. Young men were leaping through the fire, and"
Disk 3 Track 1,J. Gell,"ollagh ny keayrtyn eiyrt trooid yn aile, dy reayll ersooyl voish assee son slane blein. Veagh carryn sleodey dy bollan feailleoin","the cattle were sometimes following through the fire, to (them) away from harm for a full year. Sleds of mugwort would be"
Disk 3 Track 1,J. Gell,"tarynit veih boayl dy voayl, dy eiyrt ny drogh spyrrydyn ersooyl. Va bollan feailleoin smooinit dy reayll jeh dy chooilley horch","drawn from place to place, so the evil spirits would follow away. Mugwort was thought to keep off every sort of"
Disk 3 Track 1,J. Gell,"dy goghanyn currit lesh liorish drogh spyrrydyn, son dy row ad feer agglagh roish. Va’n aght cair dy reayll yn lhuss dy hayrn","ailment brought by evil spirits, for they were very fearful of them. The right way to keep the plant (was) to pull"
Disk 3 Track 1,J. Gell,"seose ee lesh ny fraueyn er yn astyr Laa’l Eoin, ec y vean oie. Dy beagh ee tayrnit seose ayns yn aght shen, yinnagh ee freayll","it up with the roots on the evening of St John’s Day, at midnight. If it were pulled up in that way, it would keep"
Disk 3 Track 1,J. Gell,yn ymmyd kiart son yn clane blein.,the use(fulness) right for the whole year.
Disk 3 Track 1,J. Gell,"Va paart dy leih gemnys eh yn bollan bane, kyndagh rish yn daah bane fo ny duillagyn. Va cayrnyn sheidit fud-ny-hoie, as","Some people were naming it bollan bane, on account of the white colour under the leaves. Horns were blown through the"
Disk 3 Track 1,J. Gell,dollanyn chiaullee cloieit. Ta sleih er yarrood dy row clig hoshiaght ymmyd jeant jeu dy agglagh drogh spyrrydyn ersooyl,night and music dollans (bodhrans) played. People have forgotten that bells were first made use of to frighten evil spirits away
Disk 3 Track 1,J. Gell,voish y cheeill.,from the church.
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Hie Fin as Oshin magh dy helg,Fin and Oshin went out to hunt
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Lesh sheshaght trean as moddee elg,","With a noble train of men and dogs,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Cha row un dooinney sloo na keead,","Not less in number than one hundred men,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Coshee cha bieau cha row ny lheid;,"So swift and keen, none were their like;"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Lesh feedyn Coo eisht hie ad magh,","With scores of Bandogs fierce they sallied forth,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Trooid Slieau as Coan dy yannoo Cragh.,"O’er Hill and Dale, much Havoc for to make,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"-Quoi daag ad ec y thie agh Orree beg,",#NAME?
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Cadley dy kiune fo scadoon’n creg!,Who slept secure beneath the shadowy rock!
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Slane three feed Quallian aeg gyn unnane sloo,","Full three score Greyhounds, with their whelps they left,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Lesh three feed cailleeyn dy yeeaghyn moo.,With three score old dames to attend the young.
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"-Dooyrt ’Neen Fin ayns Craid as Corree,","Says Fin’s fair Daughter, in Disdain and Scorn,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,‘Kys yiow mayd nish cooilleen er Orree?’,‘How on young Orree shall we be revenged?’
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"-Dooyrt Inneen Oshin: ‘kiangle mayd eh,",Says Oshin’s Daughter:
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Lesh Folt y ching chionn gys y Clea,","‘Fast to the Harrows we will tie his Hair,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,As cur mayd Aile gys y chass cha bieau.’,"And to his nimble feet, we’ll set a train of Fire.’"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Clysht tappee eisht hug Orree ass,",Then up starts Orree with a nimble spring
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Tra dennee eh’n smuir roie ass e chass,","Feeling his feet a broiling with the heat,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Loo Mollaght Mynney ad dy stroie,","With Curses direful vowing to destroy,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Va er n’yannoo craid er Mac y Ree!,"Those who presumed to affront a King, his Son!"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Dy farbagh breearey ry Ghrian as Eayst,","Swearing most bitterly to Sun and Moon,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Dy losht ad hene as thieyn neesht.,"To burn themselves and all their habitations,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"-Hie Orree beg magh dys ny Sleityn,","-Then to the Mountain hies he fast away,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,As Speih mooar connee er e geayltyn.,His heavy Gorse-hack poised upon his shoulders.
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Hoght bart mooar trome hug eh lesh cart,","Eight ponderous burthens thence he carried off,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Hoght Kionnanyn currit ayns dagh Bart.,And eight large Faggots cram’d in ilka Burthen.
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Hoght deiney lheid’s ’sy theihll nish t’ayn,Not eight such men as in the world are now
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Cha droggagh bart jeh shoh ny v’ayn.,Could from the ground one of these Burthens raise.
Disk 3 Track 2i,J. W. (Bill) Radcliffe,"Ayns dagh uinnag hug eh Bart, as ayns dagh dorrys,","Into each Window, he a Burthen thrust,"
Disk 3 Track 2i,J. W. (Bill) Radcliffe,Agh mean y Thie mooar hene yn Bart mooar sollys.,"But, the grand blazing Burthen, on the floor"
Disk 3 Track 2ii,Charles (Chalse) Craine,Ta mee gliooney ayns y chionefenish ta sthappal yn ‘uill,I am kneeling in the presence which stops the blood
Disk 3 Track 2ii,Charles (Chalse) Craine,"Cha nee mish ta sthappal eh agh Uss, O Ayr, ta sthappal eh trooid nyn Jiarn, Yeesey Chreest.","It is not I who stop it but you, O Father, who stops it through our Lord, Jesus Christ."
Disk 3 Track 2ii,Charles (Chalse) Craine,Ta mee cur sarey urree ayns ennym yn Jee bio croo Niau as thalloo ee dy sthappal,I am giving a command on it in the name of the living God [who] created Heaven and earth to stop it
Disk 3 Track 2ii,Charles (Chalse) Craine,Ta mee cur sarey urree ayns ennym Moses as Aaron ee dy sthappal,I am giving a command on it in the name of Moses and Aaron to stop it.
Disk 3 Track 2ii,Charles (Chalse) Craine,Ta mee cur sarey urree ayns ennym Enoch ee dy sthappal,I am giving a command on it in the name of Enoch to stop it.
Disk 3 Track 2ii,Charles (Chalse) Craine,Ta mee cur sarey urree ayns ennym Elijah as Elijah ee dy sthappal,I am giving a command on it in the name of Elijah and Elijah to stop it.
Disk 3 Track 2ii,Charles (Chalse) Craine,Ta mee cur sarey urree ayns ennym dy chooilley phadeyr Creestee va rieau er yn ooir,I am giving a command on it in the name of every Christian prophet [who] was ever on the earth
Disk 3 Track 2ii,Charles (Chalse) Craine,"Ta mee cur sarey urree ayns ennym nyn Jiarn Yeesey Chreest ee dy shtappal,","I am giving a command on it in the name of our Lord, Jesus Christ to stop it,"
Disk 3 Track 2ii,Charles (Chalse) Craine,"Ta mee cur sarey urree ayns ennym yn Ayr, as y Mac as y Spyrryd Noo dy sthappal, trooid nyn Jiarn, Yeesey Chreest.","I am giving a command on it in the name of the Father, and the Son and Holy Ghost to stop, through our Lord, Jesus Christ"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Shenn Jacob un laa, myr ve toollit as skee,","Old Jacob, when tired and weary one day,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Lesh clagh fo e chione, lhie eh sheese ec yn oie,","With a stone for his pillow, at night down he lay,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Ayns shen ren eh dreamal jeh aarey ec laue,And there he did dream of a ladder close by;
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Ve soit er y thalloo as roshtyn gys niau.,"It was set on the ground, and did reach for the sky."
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Ta’n aarey foast fondagh, gyn brishey erbee","The ladder is sound, without any break,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Thou saneyn dy vleeantyn goaill sleih seose gys Jee,For thousands of years to God doth souls take;
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Thou saneyn ayns shen ta ec kione nyn yurnaa,","And thousands whose journey is ended, are there,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,As jeihghyn thousane chionney seose er dagh laa.,"And ten thousand daily, to get up prepare."
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Shiuish ooilley ta kiarit dy chosney gys niau,","All you who determined are heaven to ascend,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Gys Yeesey nyn garrey ec keayrt tar shiu reue.,"At once come to Jesus, for He is your friend,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Ec mullagh yn aarey te farkiaght dagh laa,","At the top of the ladder He daily doth wait,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,As nane cha bee treigit hig huggey ayns traa.,And no one who comes to Him will He forsake.
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Goll seose ayns yn laa’s tuittym back ayns yn oie,"Going up in the day, at night falling away,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Te jannoo yn jurnaa dy deinagh as dree;,"Will make the road tedious, and cause irksome delay;"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Nagh lhig dooin ve liastey ny skee jannoo mie,","Do not let us be slothful, but good work get done;"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Ta’n leagh dy chooilleeney nyn gour ec y thie.,The reward will be given when we arrive home.
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Shiuish ooilley ta beaghey meerooisagh dagh laa,","All you who are wantomly spending the time,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Gys niau fegooish aarey, cha jig shiu dy braa;","Without a ladder, to heaven you never can climb;"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Bee’n aarey chelleeragh veih’n ooir tayrnit seose,","The ladder may quickly be drawn up, you know"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Myr brelleein yn Noo Peddyr, as c’raad hig shiu eisht",Like the sheet of Saint Peter - then where will you go?
Disk 3 Track 3i,J. W. (Bill) Radcliffe,"Nish roish my bee’n laa dy haualtys ec kione,","Now, in time, lest the day of salvation pass o’er,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Lhig dooin chionney geiyrt er nyn gaarjyn hie roin;,Let us earnestly follow the friends gone before
Disk 3 Track 3i,J. W. (Bill) Radcliffe,Ayns nyn eiraght maynrey dy yoinal ad reesht,"To that happy inheritance, and join them again,"
Disk 3 Track 3i,J. W. (Bill) Radcliffe,‘Sy voayl nee ad reill son dy bragh marish Chreest.,"In that place, where with Christ they for ever will reign."
